"","X","x","tweet"
"5600",5600,"neutral","@SouthwestAir will there a non-stop flight from Midway to Boise for this summer season? Looking to book at labor day trip.  Ty"
"5601",5601,"negative","@SouthwestAir  over 15 minutes without talking to a human at what point would you recommend I call @AmericanAir http://t.co/ysqbVq6Mgb"
"5602",5602,"neutral","@SouthwestAir can one use a companion pass w/ a points Flight Booking Problems or is it only cash fares? Thx!"
"5603",5603,"neutral","@SouthwestAir IM NOT THO 😭😭💔💔💔💔💔💔💔"
"5604",5604,"negative","@SouthwestAir so u guys Cancelled Flight #bna flights &amp; don't bother 2 alert passengers? What gives?"
"5605",5605,"positive","@SouthwestAir thank you so so much for sending me to LA for #DestinationDragons! Tonight is gonna rock😎"
"5606",5606,"positive","@SouthwestAir oh I see what you did there! Thanks for supporting #PadresST."
"5607",5607,"positive","@SouthwestAir yeah haha. Never been in one. It's expensive 😂😂 and we will!!!!! So much fun! #destinationdragons"
"5608",5608,"positive","@SouthwestAir beautiful day in Seattle! http://t.co/iqu0PPVq2S"
"5609",5609,"positive","@SouthwestAir This has to be the best video I have seen ever! - #teamspirit https://t.co/X5JenA7NyE"
"5610",5610,"positive","@SouthwestAir @SAMoore10 Thank you for your kind response.  The acknowledgement and apology go a long way! #southwestrocks"
"5611",5611,"negative","@SouthwestAir No thanks. After those 25+ minutes someone did eventually help us and took care of it."
"5612",5612,"negative","@SouthwestAir Was going for the weekend for friend's birthday, so no point in reFlight Booking Problems."
"5613",5613,"negative","@SouthwestAir one of my bags didn't make it to my destination. I have the claim ticket. Any way to help out with a status on the location?"
"5614",5614,"neutral","@SouthwestAir  when is the next flight with free cocktails ?"
"5615",5615,"negative","Includes @KCIAirport “@SouthwestAir: Inclement weather may impact scheduled service in. ReFlight Booking Problems options available: http://t.co/KeyrpFlHil”"
"5616",5616,"neutral","@SouthwestAir okay thank you :), also I did get a tweet earlier about 1.5 hrs ago saying I won &amp; should send a DM but then it was deleted?"
"5617",5617,"negative","@SouthwestAir yes but not with out an attitude and nasty comment"
"5618",5618,"positive","@SouthwestAir you guys rock! So easy, quick, and affordable to change my flight. #bestairlineever #neverchange"
"5619",5619,"neutral","@SouthwestAir I have a credit that expires a month before my flight, is there any possible way I can have that extended?"
"5620",5620,"negative","@SouthwestAir 4 hour delay in ATL due to ""air traffic control""....love missing an entire day of my vacation #unhappycustomer #mytimeismoney"
"5621",5621,"neutral","@SouthwestAir I have a question re: your ATL companion pass offer. I know I need 3 revenue flight roundtrips. What's a revenue flight? thnx"
"5622",5622,"negative","@SouthwestAir#4569 Cancelled Flightled, had to get refund. Cancelled Flightlations happen. But the 25+ min phone wait &amp; painful music unacceptable. Come on..."
"5623",5623,"neutral","@southwestair How can I refer a friend for the Southwest Credit card for points?"
"5624",5624,"neutral","@SouthwestAir I have the DM from @SouthwestVerity if needed"
"5625",5625,"neutral","@SouthwestAir hello I was talking with @SouthwestVerity but it says you moved here, they sent me a voucher but does not work can u help?"
"5626",5626,"neutral","@SouthwestAir  I am following you now."
"5627",5627,"neutral","@SouthwestAir  I can go.  I want to badly!!!!   I don't know how to DM.  Can I e-mail you?   Help!!!  wmn4life@hotmail.com"
"5628",5628,"positive","Thank you for your help, Shannon! Great customer service, @SouthwestAir."
"5629",5629,"negative","@SouthwestAir 2 1/2 hours Late Flight, but I made it to sf! Maybe you can help me get on an earlier flight on Sunday :)"
"5630",5630,"negative","@SouthwestAir again another ride SW employee that printed out boarding passes. Deficiency in training obviously"
"5631",5631,"positive","@SouthwestAir Thanks Lindsey &amp; the Southwest twitter team for great service &amp; a speedy resolution #LuvAgent #swa"
"5632",5632,"negative","@SouthwestAir Apparently mechanics had to be flown in to fix some planes...not the most assuring sign"
"5633",5633,"positive","@SouthwestAir  Please Help. We really want to fly with you. #guessweflyingdelta"
"5634",5634,"neutral","@SouthwestAir how oh how do we get tickets! ?!"
"5635",5635,"neutral","@SouthwestAir now accepting #Apple's Passbook app for boarding passes. App works on #iPhone &amp; #iPodTouch, not #iPad. http://t.co/XxSaomBdGS"
"5636",5636,"positive","@SouthwestAir thank you! DMing now."
"5637",5637,"negative","@SouthwestAir did you Cancelled Flight ALL flights into BNA today??? #needtogethome"
"5638",5638,"negative","@SouthwestAir huge problem with someone whose ticket was Cancelled Flighted mid trip. Can you DM?"
"5639",5639,"negative","@SouthwestAir flights from sunny SFO delayed for hours and others Cancelled Flightled left and right with little updates. Any help @SouthwestAir?"
"5640",5640,"negative","@SouthwestAir Please explain to reps, ignoring a technical issue and passing the buck is not a good business model. Lucky limited to 140"
"5641",5641,"negative","@SouthwestAir understood. Just frustrating, you buy early bird check on the day they go on sale at 6:30am and get mid 'b'. Feel ripped off."
"5642",5642,"neutral","@SouthwestAir So that's what happens when your power level goes over 9,000... feet in the air."
"5643",5643,"neutral","@SouthwestAir's CEO Kelly draws record crowd to @BWI_Airport Business Partnership breakfast http://t.co/CVba4olcBl http://t.co/wTa5pX70A5"
"5644",5644,"neutral","@SouthwestAir's CEO Kelly draws record crowd to @BWI_Airport Business Partnership breakfast http://t.co/hrvuKtpvn1 http://t.co/MY3dnVBZAZ"
"5645",5645,"negative","@SouthwestAir Please start charging for carryon luggage. #CarryOnBagsSlowEverybodyDown"
"5646",5646,"positive","@SouthwestAir SEA to DEN. South Sound Volleyball team on its way! http://t.co/tN5cXCld6M"
"5647",5647,"neutral",".@SouthwestAir I will if you can see about moving up my Brother in laws graduation to the 6th.  Thanks."
"5648",5648,"neutral","@SouthwestAir will do. Thank you."
"5649",5649,"neutral","@SouthwestAir If there are any Imagine Dragons tickets left for tomorrow at 
@VelourLive here in Utah I would love to go I am available! :)"
"5650",5650,"neutral","@SouthwestAir so the fares I see for flights in fall are the ABSOULUTELY LOWEST they will be?"
"5651",5651,"negative","@SouthwestAir No no no. SWA low fares and on-time service is great! But manufactured quirkiness? Mmm, not so much. Signed, -CaptiveAudience"
"5652",5652,"negative","@SouthwestAir will you please start offering services out of @triflight and @AshevilleAir to other airports.. Have to drive 3-4 hrs to use u"
"5653",5653,"negative","@SouthwestAir Flying now from JAX to DEN and I paid $8 for wifi that barely is functional.  Couldn't do work if I wanted to.  Never again."
"5654",5654,"negative","@SouthwestAir Flight to Nashville was Cancelled Flightled. How do we another flight? I've been trying to call &amp; cannot get a human"
"5655",5655,"negative","@SouthwestAir delay is understandable but look at the time of the the flight and boarding time. Weird!"
"5656",5656,"neutral","@SouthwestAir  I will dm you now"
"5657",5657,"positive","@SouthwestAir already booked my tickets for August 20th-30th!  Can't wait for my vacation!"
"5658",5658,"negative","@SouthwestAir very frustrated. Bought early bird at 6:30am on day tickets were released and got mid-B ticket. Spend $50 for nothing"
"5659",5659,"neutral","@SouthwestAir is that @MurraySawChuck"
"5660",5660,"neutral","@SouthwestAir Maybe it is just a machine..."
"5661",5661,"negative","@SouthwestAir so, when your plane doesn't work the luxuries I paid for go away but you keep my money? I need that biz model."
"5662",5662,"negative","@SouthwestAir you will extend if I call the day it expires.why can't it just be extended now?#mightmismybrosgraduation"
"5663",5663,"negative","@SouthwestAir y airline I fly with, but haven't seen anything like this yet!"
"5664",5664,"positive","@SouthwestAir that's awesome! Love flying SWA!"
"5665",5665,"positive","@SouthwestAir That guy was the flight attendant on my last flight… he was hilarious! ☺"
"5666",5666,"positive","@SouthwestAir thanks for the info and the quick response!"
"5667",5667,"positive","@SouthwestAir shhhh i don't want something else to steal our deal😉"
"5668",5668,"negative","@SouthwestAir Cancelled Flighting flights 45 minutes before takeoff &amp; sitting for 45 min on the runway of the rescheduled flight #badservice"
"5669",5669,"neutral","@SouthwestAir how do I go on the scavenger hunt if I'm in Boston?"
"5670",5670,"neutral","@SouthwestAir Hi there. We’re flying SWA today. Our son has a peanut allergy. Any way to request the crew not serve peanuts on flight? Thx"
"5671",5671,"positive","@SouthwestAir Deborah helped me💁"
"5672",5672,"positive","@SouthwestAir give this guy a raise....great start to flight from AZ to MKE.."
"5673",5673,"negative","@SouthwestAir - 800 is not int'l friendly"
"5674",5674,"neutral","@SouthwestAir ha, ha not a make or break for me either way!"
"5675",5675,"negative","@SouthwestAir 4-4 in horrible customer service. Empty seats in early flight wantcharge me double to get home early instead the usual Late Flight"
"5676",5676,"negative","@SouthwestAir can you answer the phone so I can change my flight plans. Srsly."
"5677",5677,"negative","@SouthwestAir you could be a little more accommodating with extending my flight credit.Whats 10 extra days!#notahappytraveler"
"5678",5678,"neutral","@SouthwestAir I would."
"5679",5679,"negative","@SouthwestAir if you are going to be inconsistent enforcing your rules, I'd prefer you not randomly take it out on freq flyers that obey"
"5680",5680,"neutral","@SouthwestAir can you show me some luv?Its 9 degrees and all this snow but Imdetermined to go to #DestinationDragons http://t.co/oXm6cWGaB7"
"5681",5681,"neutral","@SouthwestAir sent"
"5682",5682,"negative","@SouthwestAir what does relay concerns really mean &amp; how/why do u keep letting people on flights with bags larger than u state are allowabl?"
"5683",5683,"neutral","@SouthwestAir what number can we use to all from outside the US? Thx"
"5684",5684,"negative","@SouthwestAir how long does it take for points from RR Shopping to post to my account? Got email saying I've earned points but don't see em"
"5685",5685,"neutral","@SouthwestAir Thanks! I know the routes you currently have from Newark. I was just wondering if there was any new ones on the horizon"
"5686",5686,"positive","@SouthwestAir oh my gosh! Going to dm you now! Thank you!"
"5687",5687,"positive","@SouthwestAir THANK YOU SO MUCH YOURE AMAZING IM GOING TO CRY OMG"
"5688",5688,"negative","@SouthwestAir If you could get me on the 12:15 flight! My 10:10 has been delayed until 1:05."
"5689",5689,"negative","@SouthwestAir couldn't make flight, funds forfeited as a no show!! Was trying to book another flight using those funds, I'm out."
"5690",5690,"neutral","@SouthwestAir I DMed you :)"
"5691",5691,"neutral","@SouthwestAir When is the last chance to win #DestinationDragon ???"
"5692",5692,"negative","@SouthwestAir make this delay go away. Maybe upgrade me and Kats seats. We are headed to Columbus."
"5693",5693,"neutral","@SouthwestAir  I have a flight 2/22 @930 am from Fort Lauderdale to bwi.. Can I Cancelled Flight that flight ? Flight 3458 trip I'd 314505529"
"5694",5694,"neutral","@SouthwestAir @geekstiel Do you know when the last chance is?"
"5695",5695,"neutral","@SouthwestAir @Vindictive_tK Larry David works for southwest?"
"5696",5696,"neutral","@SouthwestAir  flying Southwest for the first time to LGA with a layover in Atlanta!"
"5697",5697,"positive","@SouthwestAir Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!"
"5698",5698,"positive","@SouthwestAir Thank You. We'll be in touch! #MoveAboutTheCountry"
"5699",5699,"negative","@SouthwestAir FJBFSC  all I need is receipt showing the 776.20 charge I have on my Amex not the 656.xx that I keep getting sent"
"5700",5700,"negative","@SouthwestAir what do I need to do when TSA pre doesn't show for a flight of mine?"
"5701",5701,"negative","@SouthwestAir  getting the run around today with customer service &amp; disconnected customer relations # given twice. Help!!!"
"5702",5702,"negative","@SouthwestAir have been doing that for hours already"
"5703",5703,"positive","@SouthwestAir flight from BWI to ISP ready to go! Thanks for keeping us warm! #FrigidFriday http://t.co/bfPfW6eyKU"
